,Negative,Neutral,Positive
121345,0,0,1
121346,0,0,1
121347,0,1,0
121348,0,0.543,0.457
121349,0.376,0.624,0
121350,0,0.756,0.244
121351,0,0,1
121352,0,0,1
121353,0,1,0
121354,0,1,0
121355,0,0.803,0.197
121356,0,0.703,0.297
121357,0,1,0
121358,0.229,0.588,0.183
121359,0.235,0.455,0.311
121360,0.176,0.824,0
121361,0.236,0.688,0.076
121362,0.223,0.777,0
121363,0,1,0
121364,0.846,0.154,0
121365,0.333,0.325,0.341
121366,0,0.876,0.124
121367,0.203,0.407,0.39
121368,0.225,0.704,0.07
121369,0,0.823,0.177
121370,0,0.22,0.78
121371,0,0.906,0.094
121372,0,1,0
121373,0,0.748,0.252
121374,0,1,0
121375,0,0.601,0.399
121376,0,1,0
121377,0.129,0.871,0
121378,0,0.688,0.312
121379,0,1,0
121380,0,0.653,0.347
121381,0,0.363,0.637
121382,0,0.328,0.672
121383,0,0.543,0.457
121384,0.175,0.649,0.175
121385,0,1,0
121386,0.195,0.679,0.127
121387,0.197,0.741,0.062
121388,0.333,0.667,0
121389,0.087,0.581,0.332
121390,0,0.858,0.142
121391,0,0.941,0.059
121392,0,1,0
121393,0,1,0
121394,0,0.721,0.279
121395,0.386,0.614,0
121396,0,1,0
121397,0,0.256,0.744
121398,0,1,0
121399,0,0.682,0.318
121400,0.159,0.793,0.048
121401,0.082,0.74,0.178
121402,0.135,0.865,0
121403,0.156,0.546,0.297
121404,0,0.797,0.203
121405,0.159,0.841,0
121406,0.149,0.684,0.167
121407,0.061,0.916,0.023
121408,0,1,0
121409,0,0.818,0.182
121410,0,0.383,0.617
121411,0,0.696,0.304
121412,0,1,0
121413,0,0.631,0.369
121414,0.31,0.282,0.408
121415,0.098,0.807,0.095
121416,0.455,0.545,0
121417,0.236,0.622,0.142
121418,0.187,0.813,0
121419,0,1,0
121420,0,1,0
121421,0,1,0
121422,0,1,0
121423,0,1,0
121424,0.206,0.794,0
121425,0.264,0.736,0
121426,0.617,0.213,0.17
121427,0,0.604,0.396
121428,0.523,0.477,0
121429,0,1,0
121430,0,0.619,0.381
121431,0,1,0
121432,0,0.692,0.308
121433,0,0,1
121434,0.046,0.876,0.078
121435,0.224,0.776,0
121436,0,0.54,0.46
121437,0,0.714,0.286
121438,0.459,0.541,0
121439,0,0.917,0.083
121440,0,0.5,0.5
121441,0,0.326,0.674
121442,0,0.244,0.756
121443,0.136,0.524,0.34
121444,0,0.741,0.259
121445,0,0.552,0.448
121446,0,0.749,0.251
121447,0,0.503,0.497
121448,0,0.781,0.219
121449,0,1,0
121450,0,0.7,0.3
121451,0,0.474,0.526
121452,0,0.696,0.304
121453,0.167,0.764,0.069
121454,0,0.484,0.516
121455,0,0.407,0.593
121456,0,1,0
121457,0,0.696,0.304
121458,0.231,0.769,0
121459,0,1,0
121460,0,1,0
121461,0,0.328,0.672
121462,0,0.202,0.798
121463,0,0.248,0.752
121464,0,0.265,0.735
121465,0,0.508,0.492
121466,0,0.256,0.744
121467,0,0.412,0.588
121468,0,1,0
121469,0,0.403,0.597
121470,0,1,0
121471,0,1,0
121472,0,0.463,0.537
121473,0.091,0.909,0
121474,0,0,1
121475,0,0.334,0.666
121476,0,0.625,0.375
121477,0,0.417,0.583
121478,0.171,0.543,0.287
121479,0,0.57,0.43
121480,0,0.61,0.39
121481,0,0.556,0.444
121482,0,1,0
121483,0,0.4,0.6
121484,0,0.684,0.316
121485,0,0.13,0.87
121486,0,1,0
121487,0,1,0
121488,0,0,1
121489,0,0.789,0.211
121490,0,0,1
121491,0,0,1
121492,0,0,1
121493,0,0,1
121494,0,1,0
121495,0,0.552,0.448
121496,0.231,0.769,0
121497,0,0.532,0.468
121498,0,0.709,0.291
121499,0,1,0
121500,0,0.472,0.528
121501,0,0.769,0.231
121502,0,0.664,0.336
121503,0,0.435,0.565
121504,0,0.613,0.387
121505,0,0.501,0.499
121506,0,0.572,0.428
121507,0,0.612,0.388
121508,0,0.556,0.444
121509,0.29,0.71,0
121510,0,0.185,0.815
121511,0,0.716,0.284
121512,0,0.906,0.094
121513,0,0.511,0.489
121514,0,0.704,0.296
121515,0.714,0.286,0
121516,0,0.632,0.368
121517,0,0.615,0.385
121518,0,0.323,0.677
121519,0,0.487,0.513
121520,0,0.442,0.558
121521,0,0,1
121522,0,0,1
121523,0,0,1
121524,0,0,1
121525,0,1,0
121526,0,0,1
121527,0,0,1
121528,0,0,1
121529,0,0,1
121530,0,0.313,0.687
121531,0,1,0
121532,0,1,0
121533,0.19,0.657,0.153
121534,0.846,0.154,0
121535,0.172,0.828,0
121536,0,0.32,0.68
121537,0,0.517,0.483
121538,0,1,0
121539,0,0.392,0.608
121540,0,1,0
121541,0,1,0
121542,0,1,0
121543,0,0.674,0.326
121544,0,0.687,0.313
121545,0,0.484,0.516
121546,0,0.571,0.429
121547,0,0.347,0.653
121548,0,0.753,0.247
121549,0.164,0.588,0.247
121550,0.355,0.645,0
121551,0,0.823,0.177
121552,0,0.81,0.19
121553,0,1,0
121554,0,1,0
121555,0.088,0.487,0.425
121556,0.182,0.818,0
121557,0.391,0.609,0
121558,0,0.536,0.464
121559,0,0.707,0.293
121560,0.113,0.803,0.084
121561,0,1,0
121562,0,0.516,0.484
121563,0,0.663,0.337
121564,1,0,0
121565,0,1,0
121566,0,0.351,0.649
121567,0,0.653,0.347
121568,0,1,0
121569,0.456,0.544,0
121570,0.188,0.812,0
121571,0,1,0
121572,0.15,0.85,0
121573,0.285,0.715,0
121574,0.183,0.817,0
121575,0,1,0
121576,0.117,0.717,0.166
121577,0,0.816,0.184
121578,0,0.602,0.398
121579,0,1,0
121580,0,1,0
121581,0,0.408,0.592
121582,0,0.408,0.592
121583,0,0.408,0.592
121584,0,0.408,0.592
121585,0,0.408,0.592
121586,0,0.328,0.672
121587,0,0.408,0.592
121588,0.157,0.478,0.365
121589,0,0.328,0.672
121590,0,1,0
121591,0,0.448,0.552
121592,0,0.63,0.37
121593,0,0.758,0.242
121594,0,0.387,0.613
121595,0,1,0
121596,0,0.773,0.227
121597,0,0.907,0.093
121598,0,1,0
121599,0,1,0
121600,0,1,0
121601,0,1,0
121602,0,0.606,0.394
121603,0.029,0.909,0.062
121604,0.778,0.222,0
121605,0,0.521,0.479
121606,0.084,0.833,0.083
121607,0.094,0.906,0
121608,0,0.686,0.314
121609,0,0.709,0.291
121610,0,0.527,0.473
121611,0,0.797,0.203
121612,0,1,0
121613,0,1,0
121614,0,0.385,0.615
121615,0,1,0
121616,0,0.54,0.46
121617,0.116,0.351,0.533
121618,0.104,0.377,0.519
121619,0,0.119,0.881
121620,0,0.477,0.523
121621,0,0.425,0.575
121622,0,0.815,0.185
121623,0,0.55,0.45
121624,0,0.601,0.399
121625,0.127,0.647,0.226
121626,0,0.709,0.291
121627,0,0.5,0.5
121628,0,0.759,0.241
121629,0,1,0
121630,0,0.838,0.162
121631,0,1,0
121632,0,0.359,0.641
121633,0,0.716,0.284
121634,0,0.746,0.254
121635,0.078,0.675,0.247
121636,0,0,1
121637,0,0.196,0.804
121638,0,0.313,0.687
121639,0,0.334,0.666
121640,0,0,1
121641,0,1,0
121642,0.081,0.631,0.288
121643,0,1,0
121644,0,0.328,0.672
121645,0,0,1
121646,0,1,0
121647,0,1,0
121648,0,0.741,0.259
121649,0,0.856,0.144
121650,0,0.676,0.324
121651,0,0,1
121652,0,0.564,0.436
121653,0,0.549,0.451
121654,0,0.486,0.514
121655,0,0.828,0.172
121656,0,0.484,0.516
121657,0,0.715,0.285
121658,0,0.332,0.668
121659,0,0.572,0.428
121660,0,1,0
121661,0.172,0.69,0.138
121662,0,0.485,0.515
121663,0,0.492,0.508
121664,0,0.549,0.451
121665,0,0.605,0.395
121666,0,0.492,0.508
121667,0,0.156,0.844
121668,0.831,0.169,0
121669,0,1,0
121670,0.199,0.699,0.101
121671,0.846,0.154,0
121672,0,1,0
121673,0.087,0.893,0.02
121674,0,0.208,0.792
121675,0.217,0.629,0.154
121676,0.293,0.707,0
121677,0,0.455,0.545
121678,0,0.351,0.649
121679,0,1,0
121680,0.179,0.821,0
121681,0,0.655,0.345
121682,0,0.85,0.15
121683,0,1,0
121684,0.623,0.377,0
121685,0,1,0
121686,0,0.814,0.186
121687,0,1,0
121688,0,0.597,0.403
121689,0.07,0.644,0.286
121690,0,1,0
121691,0.171,0.829,0
121692,0,1,0
121693,0.128,0.872,0
121694,0,0.218,0.782
121695,0.422,0.345,0.233
121696,0,0.588,0.412
121697,0,0.233,0.767
121698,0,0.758,0.242
121699,0,0.378,0.622
121700,0,0.332,0.668
121701,0,0.279,0.721
121702,0.114,0.489,0.397
121703,0,1,0
121704,0,0.656,0.344
121705,0.081,0.879,0.04
121706,0,1,0
121707,0,0,1
121708,0,0.804,0.196
121709,0.078,0.922,0
121710,0,0.196,0.804
121711,0,1,0
121712,0,1,0
121713,0,0.59,0.41
121714,0,0.842,0.158
121715,0,0.627,0.373
121716,0.133,0.867,0
121717,0,1,0
121718,0,0.843,0.157
121719,0,1,0
121720,0,0,1
121721,0,0,1
121722,0,1,0
121723,0,0.756,0.244
121724,0,0.192,0.808
121725,0,0.323,0.677
121726,0,0.716,0.284
121727,0,0.81,0.19
121728,0,0.466,0.534
121729,0,0.697,0.303
121730,0.073,0.819,0.108
121731,0,0.787,0.213
121732,0.165,0.65,0.185
121733,0.25,0.75,0
121734,0,0.766,0.234
121735,0,0.528,0.472
121736,0.04,0.845,0.115
121737,0.097,0.903,0
121738,0,0.79,0.21
121739,0.263,0.699,0.038
121740,0,0.746,0.254
121741,0.5,0.433,0.067
121742,0.089,0.828,0.083
121743,0,1,0
121744,0,1,0
121745,0,0.531,0.469
121746,0.744,0.256,0
121747,0.139,0.722,0.139
121748,0,0.429,0.571
121749,0,0.69,0.31
121750,0,0.665,0.335
121751,0,0.642,0.358
121752,0,1,0
121753,0,0.676,0.324
121754,0,0.784,0.216
121755,0,0.785,0.215
121756,0,0.49,0.51
121757,0,0.548,0.452
121758,0,0.527,0.473
121759,0,0.682,0.318
121760,0.444,0.556,0
121761,0.117,0.762,0.121
121762,0,1,0
121763,0,1,0
121764,0,1,0
121765,0.173,0.827,0
121766,0.149,0.621,0.23
121767,0,0.334,0.666
121768,0.119,0.881,0
121769,0,0.766,0.234
121770,0.508,0.492,0
121771,0,0.61,0.39
121772,0.265,0.455,0.28
121773,0,1,0
121774,0,0.829,0.171
121775,0.261,0.739,0
121776,0,0.385,0.615
121777,0,0.408,0.592
121778,0,0.556,0.444
121779,0,0.578,0.422
121780,0.19,0.655,0.155
121781,0,1,0
121782,0,0.775,0.225
121783,0.161,0.839,0
121784,0.153,0.788,0.059
121785,0.108,0.892,0
121786,0,1,0
121787,0.093,0.683,0.223
121788,0,1,0
121789,0.144,0.856,0
121790,0,0.435,0.565
121791,0.067,0.611,0.322
121792,0,0.448,0.552
121793,0,1,0
121794,0.125,0.658,0.217
121795,0,1,0
121796,0,0.793,0.207
121797,0,0.861,0.139
121798,0.226,0.774,0
121799,0,0.582,0.418
121800,0,0.5,0.5
121801,0,1,0
121802,0,1,0
121803,0,1,0
121804,0,0.256,0.744
121805,0,0.256,0.744
121806,0,0.256,0.744
121807,0,0.256,0.744
121808,0,0.674,0.326
121809,0,0.256,0.744
121810,0,0.256,0.744
121811,0,0.256,0.744
121812,0,0.256,0.744
121813,0,0.294,0.706
121814,0,0.87,0.13
121815,0,1,0
121816,0,1,0
121817,0.358,0.642,0
121818,0,0.52,0.48
121819,0,0.762,0.238
121820,0,0.455,0.545
121821,0.153,0.644,0.203
121822,0,0.578,0.422
121823,0.143,0.857,0
121824,0,0.66,0.34
121825,0,1,0
121826,0.063,0.78,0.156
121827,0.072,0.738,0.19
121828,0,0.781,0.219
121829,0.163,0.837,0
121830,0,0.707,0.293
121831,0.091,0.598,0.31
121832,0,0.575,0.425
121833,0,0.398,0.602
121834,0,0.501,0.499
121835,0,0.861,0.139
121836,0,0.7,0.3
121837,0,0.83,0.17
121838,0,1,0
121839,0.241,0.759,0
121840,0,1,0
121841,0,0.48,0.52
121842,0.092,0.714,0.194
121843,0.144,0.856,0
121844,0,0.527,0.473
121845,0,1,0
121846,0,0.61,0.39
121847,0.046,0.646,0.308
121848,0,0.783,0.217
121849,0,1,0
121850,0.133,0.633,0.234
121851,0,0.632,0.368
121852,0,0.759,0.241
121853,0,0.488,0.512
121854,0,0.834,0.166
121855,0.277,0.723,0
121856,0.145,0.855,0
121857,0.149,0.712,0.139
121858,0.306,0.694,0
121859,0.297,0.703,0
121860,0,0.61,0.39
121861,0,1,0
121862,0,1,0
121863,0.333,0.667,0
121864,0,0.711,0.289
121865,0,0.556,0.444
121866,0,0.779,0.221
121867,0,0.218,0.782
121868,0,0.783,0.217
121869,0,0.22,0.78
121870,0,0.385,0.615
121871,0.256,0.744,0
121872,0,0.519,0.481
121873,0,0.607,0.393
121874,0,0.2,0.8
121875,0,1,0
121876,0,0.4,0.6
121877,0.286,0.714,0
121878,0,1,0
121879,0,0.8,0.2
121880,0,0.385,0.615
121881,0,0.408,0.592
121882,0,0.865,0.135
121883,0,0.238,0.762
121884,0,0.715,0.285
121885,0,0.238,0.762
121886,0.091,0.909,0
121887,0.118,0.782,0.101
121888,0,0.238,0.762
121889,0,0.238,0.762
121890,0,0.238,0.762
121891,0.153,0.847,0
121892,0,1,0
121893,0,1,0
121894,0.079,0.921,0
121895,0.099,0.901,0
121896,0.121,0.787,0.092
121897,0,0.575,0.425
121898,0,1,0
121899,0,0.791,0.209
121900,0,0.213,0.787
121901,0,1,0
121902,0,0.393,0.607
121903,0,0.686,0.314
121904,0,0.355,0.645
121905,0,0.738,0.262
121906,0,0.66,0.34
121907,0,1,0
121908,0,0.438,0.562
121909,0,0.484,0.516
121910,0,0.811,0.189
121911,0.219,0.781,0
121912,0.078,0.77,0.152
121913,0.296,0.704,0
121914,0,0.351,0.649
121915,0,1,0
121916,0,0.72,0.28
121917,0,0.566,0.434
121918,0,0.529,0.471
121919,0,0.529,0.471
121920,0,0.529,0.471
121921,0,0.529,0.471
121922,0,0.385,0.615
121923,0,0.496,0.504
121924,0,0.569,0.431
121925,0,1,0
121926,0,0.566,0.434
121927,0,0.595,0.405
121928,0,0.238,0.762
121929,0,0.763,0.237
121930,0,1,0
121931,0,0.762,0.238
121932,0.223,0.777,0
121933,0,0.758,0.242
121934,0,0.484,0.516
121935,0.286,0.714,0
121936,0,0.796,0.204
121937,0,0.16,0.84
121938,0,0,1
121939,0,0.549,0.451
121940,0.467,0.533,0
121941,0,0.256,0.744
121942,0,0.556,0.444
121943,0,0.653,0.347
121944,0,0.653,0.347
121945,0,0.385,0.615
121946,0,1,0
121947,0.326,0.674,0
121948,0,1,0
121949,0.256,0.427,0.316
121950,0,1,0
121951,0,0.871,0.129
121952,0,0.91,0.09
121953,0.276,0.623,0.1
121954,0,1,0
121955,0,0.821,0.179
121956,0,0.725,0.275
121957,0,1,0
121958,0,0.864,0.136
121959,0,1,0
121960,0,1,0
121961,0,0.592,0.408
121962,0,0.495,0.505
121963,0,1,0
121964,0,0.692,0.308
121965,0,0.652,0.348
121966,0,0.41,0.59
121967,0.124,0.876,0
121968,0,1,0
121969,0,0.881,0.119
121970,0,0.649,0.351
121971,0,1,0
121972,0,0.774,0.226
121973,0,1,0
121974,0.136,0.864,0
121975,0.176,0.824,0
121976,0,1,0
121977,0,0.684,0.316
121978,0,0.673,0.327
121979,0.099,0.681,0.22
121980,0,1,0
121981,0,1,0
121982,0,1,0
121983,0,0.256,0.744
121984,0,0.256,0.744
121985,0,0.824,0.176
121986,0,0.494,0.506
121987,0.542,0.458,0
121988,0.221,0.779,0
121989,0.231,0.769,0
121990,0,1,0
121991,0.139,0.756,0.105
121992,0.196,0.804,0
121993,0,0.86,0.14
121994,0,0.492,0.508
121995,0.133,0.8,0.068
121996,0,0.819,0.181
121997,0,0.601,0.399
121998,0,0.323,0.677
121999,0,0,1
122000,0,0,1
122001,0,0.324,0.676
122002,0,0,1
122003,0,0.508,0.492
122004,0,0.256,0.744
122005,0,0.256,0.744
122006,0,0.719,0.281
122007,0,0,1
122008,0.193,0.807,0
122009,0,0.759,0.241
122010,0.265,0.735,0
122011,0.126,0.681,0.194
122012,0.203,0.797,0
122013,0.116,0.784,0.101
122014,0,0.802,0.198
122015,0.321,0.679,0
122016,0,0.476,0.524
122017,0,0.633,0.367
122018,0,1,0
122019,0,0.213,0.787
122020,0,0.54,0.46
122021,0,1,0
122022,0.352,0.443,0.205
122023,0,0.657,0.343
122024,0,0.647,0.353
122025,0,0.483,0.517
122026,0,0.608,0.392
122027,0,0.238,0.762
122028,0.197,0.803,0
122029,0,1,0
122030,0,0.417,0.583
122031,0.129,0.79,0.081
122032,0,1,0
122033,0,0.769,0.231
122034,0.222,0.778,0
122035,0,1,0
122036,0,1,0
122037,0.132,0.705,0.164
122038,0,0.254,0.746
122039,0.846,0.154,0
122040,0,0.256,0.744
122041,0,0.45,0.55
122042,0,0.469,0.531
122043,0,1,0
122044,0,0.707,0.293
122045,0,0.699,0.301
122046,0,0.359,0.641
122047,0,1,0
122048,0.611,0.389,0
122049,0,0.482,0.518
122050,0,0.463,0.537
122051,0,0.428,0.572
122052,0,0.472,0.528
122053,0,0.393,0.607
122054,0,1,0
122055,0,0.783,0.217
122056,0,0.62,0.38
122057,0,0.775,0.225
122058,0.094,0.863,0.043
122059,0,0.639,0.361
122060,0,0.357,0.643
122061,0.073,0.733,0.194
122062,0.268,0.732,0
122063,0,0.471,0.529
122064,0,0.856,0.144
122065,0.423,0.577,0
122066,0.095,0.724,0.181
122067,0,1,0
122068,0.163,0.837,0
122069,0.181,0.819,0
122070,0.315,0.685,0
122071,0,0.572,0.428
122072,0,0.672,0.328
122073,0,0.833,0.167
122074,0.274,0.726,0
122075,0.318,0.682,0
122076,0.128,0.872,0
122077,0,0.748,0.252
122078,0,1,0
122079,0,0,1
122080,0,0,1
122081,0,0,1
122082,0,0.714,0.286
122083,0,0,1
122084,0,0,1
122085,0,0,1
122086,0,0,1
122087,0,0.738,0.262
122088,0,0.599,0.401
122089,0,0.82,0.18
122090,0,0.208,0.792
122091,0.153,0.847,0
122092,0,0.351,0.649
122093,0,0.78,0.22
122094,0,0.842,0.158
122095,0.045,0.638,0.318
122096,0,0.36,0.64
122097,0.026,0.865,0.108
122098,0,0.558,0.442
122099,0,1,0
122100,0.056,0.861,0.083
122101,0,1,0
122102,0,1,0
122103,0,0.462,0.538
122104,0.307,0.693,0
122105,0,0,0
122106,0,0,0
122107,0.201,0.62,0.179
122108,0,1,0
122109,0,0.775,0.225
122110,0,0.71,0.29
122111,0,0.367,0.633
122112,0,1,0
122113,0.204,0.796,0
122114,0,1,0
122115,0,1,0
122116,0.099,0.901,0
122117,0,0.878,0.122
122118,0.224,0.72,0.056
122119,0.221,0.779,0
122120,0.233,0.687,0.08
122121,0,0.575,0.425
122122,0,0.494,0.506
122123,0,0.721,0.279
122124,0,0.674,0.326
122125,0,0.812,0.188
122126,0,1,0
122127,0,1,0
122128,0.457,0.543,0
122129,0,1,0
122130,0,0.306,0.694
122131,0.124,0.805,0.072
122132,0,0.513,0.487
122133,0,1,0
122134,0,1,0
122135,0,0.757,0.243
122136,0,0.432,0.568
122137,0,0.68,0.32
122138,0,0.669,0.331
122139,0,0.463,0.537
122140,0,0.641,0.359
122141,0,0.843,0.157
122142,0,0.783,0.217
122143,0.202,0.656,0.143
122144,0,1,0
122145,0,1,0
122146,0,0.429,0.571
122147,0,1,0
122148,0,0.618,0.382
122149,0.096,0.743,0.161
122150,0,1,0
122151,0.075,0.82,0.105
122152,0,0.492,0.508
122153,0,0.488,0.512
122154,0.166,0.637,0.197
122155,0,0.762,0.238
122156,0,0.811,0.189
122157,0,0.615,0.385
122158,0,1,0
122159,0.224,0.776,0
122160,0,1,0
122161,0,0.778,0.222
122162,0,1,0
122163,0,0.51,0.49
122164,0,0.58,0.42
122165,0,1,0
122166,0,0.595,0.405
122167,0,0.578,0.422
122168,0.537,0.463,0
122169,0.114,0.83,0.056
122170,0,1,0
122171,0,0.664,0.336
122172,0,0.519,0.481
122173,0,0.256,0.744
122174,0,0.504,0.496
122175,0.054,0.586,0.36
122176,0.172,0.667,0.161
122177,0,1,0
122178,0,0.588,0.412
122179,0,0.606,0.394
122180,0.271,0.635,0.094
122181,0,0.669,0.331
122182,0,0.493,0.507
122183,0,0.663,0.337
122184,0,1,0
122185,0,0.811,0.189
122186,0,0.759,0.241
122187,0.223,0.777,0
122188,0,0.52,0.48
122189,0.263,0.737,0
122190,0.146,0.708,0.146
122191,0,0.575,0.425
122192,0,0.286,0.714
122193,0,0.854,0.146
122194,0.197,0.803,0
122195,0.24,0.578,0.182
122196,0,0.625,0.375
122197,0.215,0.446,0.339
122198,0,0.665,0.335
122199,0.223,0.556,0.222
122200,0,0.484,0.516
122201,0,0.423,0.577
122202,0,0.556,0.444
122203,0,0.498,0.502
122204,0,0.52,0.48
122205,0,0.703,0.297
122206,0.201,0.799,0
122207,0,0.688,0.312
122208,0,1,0
122209,0,1,0
122210,0.094,0.842,0.065
122211,0.104,0.896,0
122212,0,0,1
122213,0,0.543,0.457
122214,0,0.621,0.379
122215,0.097,0.728,0.175
122216,0,1,0
122217,0.839,0.161,0
122218,0,1,0
122219,0.153,0.847,0
122220,0.11,0.742,0.148
122221,0,0.786,0.214
122222,0,0.173,0.827
122223,0.371,0.629,0
122224,0.392,0.608,0
122225,0,0.238,0.762
122226,0,0.349,0.651
122227,0.184,0.816,0
122228,0,0.58,0.42
122229,0.228,0.772,0
122230,0,0.213,0.787
122231,0.077,0.923,0
122232,0,1,0
122233,0,0.726,0.274
122234,0,1,0
122235,0,0.8,0.2
122236,0.135,0.759,0.105
122237,0,0.651,0.349
122238,0,1,0
122239,0,1,0
122240,0,1,0
122241,0,0.662,0.338
122242,0.198,0.711,0.091
122243,0,0.827,0.173
122244,0,0.938,0.062
122245,0.08,0.82,0.099
122246,0.375,0.625,0
122247,0,1,0
122248,0,0.351,0.649
122249,0.229,0.771,0
122250,0,0.244,0.756
122251,0,0.66,0.34
122252,0,0.244,0.756
122253,0,0.244,0.756
122254,0,0.738,0.262
122255,1,0,0
122256,0,1,0
122257,0,1,0
122258,0,0.556,0.444
122259,0,1,0
122260,0,1,0
122261,0,0.845,0.155
122262,0.119,0.881,0
122263,0.095,0.905,0
122264,0.585,0.415,0
122265,0,0.75,0.25
122266,0,0.868,0.132
122267,0,1,0
122268,0,1,0
122269,0,1,0
122270,0,1,0
122271,0,0.721,0.279
122272,0,0.928,0.072
122273,0,0.452,0.548
122274,0,0.669,0.331
122275,0.191,0.515,0.294
122276,0,1,0
122277,0,0.494,0.506
122278,0.189,0.811,0
122279,0,0.656,0.344
122280,0,1,0
122281,0.351,0.649,0
122282,0,0.504,0.496
122283,0,1,0
122284,0.088,0.803,0.109
122285,0,0.92,0.08
122286,0.073,0.671,0.256
122287,0.317,0.683,0
122288,0,0.795,0.205
122289,0,0.637,0.363
122290,0.055,0.599,0.345
122291,0,0.708,0.292
122292,0,0.38,0.62
122293,0,0.633,0.367
122294,0,1,0
122295,0,0.789,0.211
122296,0,0.466,0.534
122297,0,1,0
122298,0,0.488,0.512
122299,0,1,0
122300,0.229,0.683,0.088
122301,0.136,0.721,0.142
122302,0.166,0.747,0.088
122303,0.107,0.619,0.274
122304,0,0,1
122305,0,0,1
122306,0,0.556,0.444
122307,0,0.264,0.736
122308,0,0.343,0.657
122309,0,0.495,0.505
122310,0,0.871,0.129
122311,0.196,0.734,0.07
122312,0,0.361,0.639
122313,0,0.543,0.457
122314,0,1,0
122315,0,0.318,0.682
122316,0,1,0
122317,0.085,0.915,0
122318,0,1,0
122319,0,0.711,0.289
122320,0,0.865,0.135
122321,0.095,0.905,0
122322,0,0.741,0.259
122323,0,1,0
122324,0,0.328,0.672
122325,0,0.465,0.535
122326,0,0.323,0.677
122327,0,1,0
122328,0.153,0.847,0
122329,0.189,0.811,0
122330,0,0.618,0.382
122331,0,0,1
122332,0,0,1
122333,0,0,1
122334,0,1,0
122335,0,0.878,0.122
122336,0,1,0
122337,0,0,1
122338,0,1,0
122339,0,0.59,0.41
122340,0,0.556,0.444
122341,0,1,0
122342,0.084,0.873,0.043
122343,0.071,0.929,0
122344,0,1,0
122345,0.165,0.608,0.227
122346,0,1,0
122347,0.107,0.893,0
122348,0,0.756,0.244
122349,0,1,0
122350,0.221,0.779,0
122351,0,0.455,0.545
122352,0,1,0
122353,0,1,0
122354,0.143,0.519,0.338
122355,0,0.877,0.123
122356,0,1,0
122357,0,0.86,0.14
122358,0,0.368,0.632
122359,0,1,0
122360,0.133,0.867,0
122361,0.236,0.764,0
122362,0.25,0.75,0
122363,0.127,0.873,0
122364,0,0.818,0.182
122365,0,1,0
122366,0,1,0
122367,0,0.417,0.583
122368,0.286,0.714,0
122369,0,0.659,0.341
122370,0.286,0.714,0
122371,0,1,0
122372,0,0.473,0.527
122373,0.355,0.645,0
122374,0.226,0.774,0
122375,0,0.816,0.184
122376,0,0.238,0.762
122377,0,0.238,0.762
122378,0,0.238,0.762
122379,0,0.238,0.762
122380,0,0.391,0.609
122381,0,0.81,0.19
122382,0,0.185,0.815
122383,0,0,1
122384,0,0.351,0.649
122385,0.376,0.624,0
122386,0,0.275,0.725
122387,0,0.564,0.436
122388,0,0.748,0.252
122389,0,0.923,0.077
122390,0,1,0
122391,1,0,0
122392,0,0.576,0.424
122393,0,0.437,0.563
122394,0.076,0.924,0
122395,0,0.868,0.132
122396,0,1,0
122397,0.202,0.566,0.232
122398,0,0.297,0.703
122399,0.116,0.8,0.084
122400,0,0.484,0.516
122401,0,1,0
122402,0,1,0
122403,0,1,0
122404,0,1,0
122405,0,1,0
122406,0.394,0.606,0
122407,0.912,0.088,0
122408,0.112,0.779,0.109
122409,0.256,0.744,0
122410,0.276,0.395,0.329
122411,0.155,0.845,0
122412,0,0.526,0.474
122413,0,1,0
122414,0,1,0
122415,0.243,0.374,0.383
122416,0.323,0.538,0.14
122417,0.251,0.576,0.174
122418,0,0.459,0.541
122419,0.206,0.794,0
122420,0,0.648,0.352
122421,0.25,0.647,0.103
122422,0.33,0.511,0.159
122423,0.11,0.78,0.11
122424,0,0.37,0.63
122425,0,0.773,0.227
122426,0,1,0
122427,0.549,0.451,0
122428,0,0.318,0.682
122429,0,0.385,0.615
122430,0,0.556,0.444
122431,0.688,0.312,0
122432,0.2,0.8,0
122433,0,1,0
122434,0,0.318,0.682
122435,0,0.473,0.527
122436,0,0.189,0.811
122437,0,0.291,0.709
122438,0.171,0.543,0.285
122439,0.252,0.748,0
122440,0.228,0.655,0.117
122441,0,1,0
122442,0,0.73,0.27
122443,0,0.667,0.333
122444,0.095,0.905,0
122445,0,1,0
122446,0,0.484,0.516
122447,0.175,0.825,0
122448,0,1,0
122449,0,0.519,0.481
122450,0.101,0.596,0.304
122451,0,1,0
122452,0,0.714,0.286
122453,0,1,0
122454,0,0.584,0.416
122455,0,0.6,0.4
122456,0.085,0.915,0
122457,0,0.483,0.517
122458,0,1,0
122459,0.088,0.846,0.066
122460,0.193,0.807,0
122461,0,1,0
122462,0,0.122,0.878
122463,0,1,0
122464,0.344,0.333,0.322
122465,0,1,0
122466,0.144,0.73,0.126
122467,0.371,0.629,0
122468,0.157,0.843,0
122469,0.098,0.902,0
122470,0.379,0.621,0
122471,0,0.351,0.649
122472,0,0.408,0.592
122473,0.29,0.71,0
122474,0,0.573,0.427
122475,0.098,0.902,0
122476,0.186,0.196,0.618
122477,0,0.58,0.42
122478,0,0.725,0.275
122479,0,0.556,0.444
122480,0,0.818,0.182
122481,0,0.527,0.473
122482,0,1,0
122483,0,1,0
122484,0.054,0.946,0
122485,0,0.873,0.127
